,text,misogynous,misogyny_category,occupation
385,@MichelleObama @tylerperry Just 2 biological men hanging out👀,1,stereotype,politician
386,@MichelleObama @BarackObama Aww 🤮 The skank family,1,discredit,politician
387,@MichelleObama @GayleKing DRAG QUEEN SKANK,1,discredit,politician
388,"@realDonaldTrump @MichelleObama Hey Trump, picture on the left is an Ivy League graduate and the right a skank mail order bride. Just saying. The difference between Classy and Classless. #VoteJoeBiden2020 https://t.co/1VOnviHHdk",1,discredit,politician
389,@TyMadden34 @BarackObama @MichelleObama Well let’s say this.  She did not lie about her Princeton degree as has First Skank.  And you can google her porn photos of her ass and boobs. With so much plastic it is hard to tell what she is.,1,discredit,politician
391,"Since @MichelleObama isn't a woman she shouldn't be offended if I call them a cunt right? Because they are, we always knew since we saw the bulge.",1,sexual_harassment,politician
393,"If the dems try to put @MichelleObama , or better known as Michael, we will be more screwed than if the hoe was to be president. #stopthemadness",1,discredit,politician
394,"@MichelleObama Abortion has been used to hoe around and not be held responsible for tour actions. I'm sure if your daughters ended up pregnant abortion would not be on the table. Teach young women self respect, morals, self care then maybe this wouldn't be an issue.",1,derailing,politician
395,@MichelleObama @BarackObama Why is your Fake Daughter dressed like a Whore ???,1,discredit,politician
396,@bryanboyne @ChristinaPushaw @MichelleObama Women have the right to accept accountability and not be a promiscuous whore. Actions have consequences. Learned that in 2nd grade,1,derailing,politician
398,@MichelleObama @tylerperry Michelle...are your dick pics in it? (asking for a friend),1,sexual_harassment,politician
401,@MichelleObama I could please you better than that old man Barrock. You know what you want baby girl. That mf barrock is a pussy on god. I could treat you the way a lady like you deserves. @jleazy69 is irresistible and you know it.,1,sexual_harassment,politician
404,@KonstantinKisin sHE'S a man with a cock @MichelleObama,1,discredit,politician
407,@MichelleObama Women have a choice to not be sluts.,1,stereotype,politician
409,@RexChapman @MichelleObama Teach them not to be sluts. Or are you just a horrible father?,1,discredit,politician
411,@BarackObama @MichelleObama And I’m so glad you have a big cock to suck on!,1,sexual_harassment,politician
412,@MichelleObama @BarackObama Heard you have a Dick…true?,1,discredit,politician
413,@SpeakerPelosi And you’re an old nasty shady bitch! Wonder if they’ll let me say what I feel!! You’re no hero. Stay retired,1,discredit,politician
414,@SpeakerPelosi trump will fuck your black pussy,1,sexual_harassment,politician
415,@SpeakerPelosi Your pussy prob smell like dead rats,1,discredit,politician
419,@SpeakerPelosi Shut up Nancy. Go home to your hammer husband and have a threesome!,1,dominance,politician
420,Elon Musk is a Fucking rockstar.  Fuck all you clowns with your lying liberal bullshit.  @robreiner @SpeakerPelosi @POTUS,1,discredit,politician
421,@SpeakerPelosi How long have you known that your husband is a homosexual? If you ever need a good fuck I’m down.,1,sexual_harassment,politician
424,@SpeakerPelosi Go away you crooked skank!,1,discredit,politician
425,@SpeakerPelosi your a worthless cunt!! 🖕🖕🖕🖕🖕🖕🖕🖕,1,discredit,politician
426,@SpeakerRyan @SpeakerPelosi Pelosi joins the cunts club as it’s supreme leader.,1,discredit,politician
427,@SpeakerPelosi @POTUS @HouseDemocrats Merry christemess sexy cougar ❤️ love Nancy fancy Pelosi  😍 hoe hoe hoe 😘 USA 🇺🇸 real beer 🍺 today allah the best we the west https://t.co/IiXLog3QGz,1,discredit,politician
429,@BarackObama @SpeakerPelosi Or a whore with a gay husband!,1,discredit,politician
431,"@SpeakerPelosi 
Give yourself a slap on the ass for me baby girl.",1,sexual_harassment,politician
433,"@SpeakerPelosi Nanshee Peloshee! Still getting hammered with Paul? You know Nanshee, we expect you to completely affirm Paul's gender choices and sexual expressions. It’s all affirmation, all the time. Marriage these days isn’t what it used to be— especially after your Respect for Marriage Act.",1,derailing,politician
436,"@SpeakerPelosi I think your pussy resembles the pitt of Sarlacc . Also, I would like to congratulate you on a wonderful career.",1,sexual_harassment,politician
438,"@lloyduh @SpencerJCox @SpeakerPelosi @EvanMcMullin Give it up honey, he wouldn't even grab your pussy, not hot enough.",1,sexual_harassment,politician
439,"@SpeakerPelosi We get it, Israel pays you to suck their mutilated cock.",1,sexual_harassment,politician
441,"@SpeakerPelosi @iingwen Two sluts, disrupting half of Asia",1,discredit,politician
447,#bbcdp Keep manchester out of your mouth you skank breath bitch @theresa_may you could have stopped that attack fuck you I hope you can't sleep at night and rot in hell. Evil bitch stfu https://t.co/dGJ2ePpbdN,1,dominance,politician
449,"@BorisJohnson fuck off you coked-up lily-livered, yellow-bellied craven fuck.

Worst. PM. EVER.

Bring back the tyrant and treasonous whore @theresa_may, she at least had a spine.

The @Conservatives #LegacyOfFailure continues...

#pathetic",1,discredit,politician
451,@theresa_may your pussy is so lose like an empty head lock 🔒,1,sexual_harassment,politician
452,@theresa_may Want to have sex in my crisp packet? You could suck my dutty nutsack if you're lucky you old cha cha real smooth,1,sexual_harassment,politician
453,"@theresa_may no doubt you are an evil, nasty bitch. The whole party applauded Boris except you. Let’s be fair no one has ever cocked up the position of PM like you.",1,discredit,politician
455,"@theresa_may is a fugly slut, don’t trust her",1,discredit,politician
456,Stop dancing you vile stupid slut @theresa_may,1,discredit,politician
457,"@theresa_may is a nasty, skanky whore. thanks to you a medium coke in maccies is £1.11 insted of 99p do not trust her she is a fugly slut. https://t.co/3tqNivenNU",1,discredit,politician
459,@theresa_may yo u wanna hook up mummy may 🥵🥵🥵🥵 mmmmm milky may pls lemme suck on dem tiddies 👩🏿👦🏿🧑🏿✊🏿✊🏾✊🏽#BLM #biglickingmay,1,sexual_harassment,politician
460,"@witherjay @ian_hamilton17 @KayBurley let's talk about @David_Cameron 🐷
@theresa_may 💃 &amp; 
@BorisJohnson 
sorry there's no emoji for getting his cock sucked in the office.",1,sexual_harassment,politician
461,@theresa_may your a pussy hole. We don’t want to be in the EU and we also don’t want your shit deal.,1,discredit,politician
462,@jasonbarron60 @theresa_may Probably find a Cock lol,1,stereotype,politician
463,@sanahalwani @tarawestover @DonnaTartt I really enjoyed Radiant shimmering Light by Sarah selecky not that long ago. I hear sheâ€™s a real bitch by jen agg is also fun although not fiction.,1,discredit,author
464,@NickKristof @WuDunn @tarawestover We forgive you. ,1,discredit,author
465,"@louiebfree @92Y @alanalda @BookTV @SteveMirsky @tarawestover Câ€™mon, Iâ€™m a pussy cat! Weâ€™re going to have a great time. Really looking forward to bantering with you",1,dominance,author
473,@jk_rowling Projection is a bitch.,1,discredit,author
474,"@alsoabouteve @CarolM_CC @jk_rowling ""demand it"" So you're their bitch? No you can have a moral stand and say  """"this shit aint for kids.""""""",1,derailing,author
475,@FreylisB @jk_rowling You are based as fuck. This must be for you. https://t.co/Ykb42RPB0H,1,discredit,author
476,"@DreyfusJames @bindelj @DalgetySusan @RosieDuffield1 @jk_rowling @MForstater @joannaccherry @BluskyeAllison Some people think she's a bog skank, but please consider the lovely lady of exquisitely high virtue @TitaniaMcGrath as well.",1,discredit,author
477,"@jk_rowling i dunno, y'all seem perfectly comfortable flashing cunt in parliament, which is a mixed space",1,discredit,author
478,"@UynwaK @jk_rowling Every time a sub-par bloke calls a woman who has achieved more than he ever will a cunt, a little bell rings somewhere and her powers intensifyâ€¦",1,stereotype,author
479,"@AristideOana @jk_rowling Will you please keep Greta the Green Goblin under control. Sheâ€™s becoming an increasing pain in the ass.""",1,discredit,author
480,@CristiniJennie @Captianhowdy33 @alsoabouteve @jk_rowling WoMaN iS nOt A vIcTiM ðŸ˜‚ðŸ˜‚ðŸ˜‚,1,discredit,author
481,@mercuria_hermes @Captianhowdy33 @alsoabouteve @jk_rowling Woman is not a victim. In fact had very privileges on history of mankind,1,derailing,author
482,@Merryb2184 @EmmaWatson @jk_rowling I dunno what's happening but kick the bitch out! https://t.co/632YWR0DZH,1,discredit,author
483,"@ChoooCole @jk_rowling Awww, you aren't just ugly but have no taste either. Are you barren and humourless too? Thank God you are too ugly to get pregnant",1,stereotype,author
495,"@Grown_UpWoman @jk_rowling Ah, so it's acceptable to call men ""incel"", but it's unacceptable to call women ""slut"" or ""whore""? So that Trust and Safety does not misunderstand  I am insulting no one  which is why I used quotes around my words. I oppose misandry.""",1,derailing,author
496,"At #FMQs Nicola Sturgeon cannot bring herself to call a double rapist a man, but the @BBC is bored with the trans rapist story and @EvanHD thinks it's more important to remind everyone what a bitch #JKRowling is.#bbcpm",1,discredit,author
497,"@jk_rowling Thanks for new pictures in my collection, terf bitch",1,discredit,author
498,@jk_rowling Fuck You Transphobic bitch,1,discredit,author
499,@jk_rowling U GOT IT BITCH https://t.co/2qETcB0aQQ,1,discredit,author
500,Where is the outcry from people like #JkRowling on this ? #JoannaCherry is she not a KC ? A womans rights have been breached here. Where are the #ToryScum when corruption against women like this happens ? Oh wait womens rights only suit when it's doing them a favour.,1,discredit,author
501,@jk_rowling @laetiky If that were true you'd shut tf up,1,dominance,author
502,@jk_rowling no the fuck it is not  literally shut up terf,1,dominance,author
503,@jk_rowling @NicolaSturgeon Aw shut yer greeting,1,dominance,author
504,@jk_rowling @laetiky Yea we wish youd be speechless and shut your big mouth,1,dominance,author
505,"""You know that Rowling is using parts of her fortune to pay for anti-trans-lobbying and propaganda and donates to organisations that want to eradicate all trans women.""Name the organisations. Show me evidence. Or shut the fuck up.cc: @jk_rowling",1,dominance,author
506,@jk_rowling @laetiky stay that way and please shut up forever &lt,1,dominance,author
507,@jk_rowling @laetiky How are you speechless you literally never shut up lol,1,stereotype,author
508,@jk_rowling @laetiky We wish you would shut up,1,dominance,author
509,@laetiky @starrboness @jk_rowling just say youre transphobic &amp,1,derailing,author
510,Seems like @jk_rowling is the only feminists that doesn't remain silent and shut up on the trans issue of men taking over feminism.   To the rest of you so-called feminists...Now that you shut up and remain silent to men taking over.... Make me a sandwich!,1,sexual_harassment,author
511,"@ChrisJClarkEsq @jk_rowling Ha, haha, ha! What the fuck? What kind of comment is that in a thread proving just that?",1,stereotype,author
512,@DefNotASynth @jk_rowling @alexmassie What the fuck?,1,discredit,author
513,@jk_rowling So you're a bigot with no fucks. got it.,1,discredit,author
514,@jk_rowling Hermione fighting for elf rights without including elfs in the discussion is mysogyny. Get a fucking mirror.,1,dominance,author
515,@jk_rowling Skank,1,discredit,author
516,"@jk_rowling @espimandi Yours?  Oh yeah........""yours"" the books of magic.......i mean Harry Potter.The word skank comes to mind.",1,discredit,author
517,"@jk_rowling Women* yeah I'm a cunt there sometimes.. this planet is rapists vs non rapists.. rapists don't care about the genuine pain inflicted on women and girls, don't give a fuck about rapists feeling genuine pain while being slaughtered.  @meetM3GAN ",1,derailing,author
518,Why does @jk_rowling have to be such a cunt all the time? I wonder if she maybe got some sand in her vag but thats purely speculation,1,discredit,author
519,@jk_rowling Cunt,1,discredit,author
520,@jk_rowling cunt,1,discredit,author
521,@jk_rowling @EleanorMasters9 Excuse me but the correct terminology isn't 'women'. The appropiate term would be 'hateful cunts'.,1,discredit,author
522,"@jk_rowling ""Fighting for rights is the same as being a cunt"" -queen terf",1,discredit,author
523,When did @jk_rowling become such a hateful cunt?,1,discredit,author
524,@jk_rowling So oppressed. Can't even be a hateful cunt or anything these days.. https://t.co/S1RfipCiUN,1,stereotype,author
525,@jk_rowling I'm surprised that you just being a deeply unlikable cunt isn't enough for them to dislike you. Being a TERF probably doesn't help though.,1,stereotype,author
526,@jk_rowling Benjamin Franklin had hoes,1,discredit,author
527,@jk_rowling Damn these hoes is straight nasty,1,discredit,author
528,@arca1000000 @jk_rowling shit on em hoes,1,sexual_harassment,author
529,"@jk_rowling It's almost like women rape other women in prison too. They're in prison remember? Some of those women getting raped even by trans women, have probably gotten thrown in prison *for* rape. Let me sat it again WOMEN CAN RAPE PEOPLE TOO, ITS NOT ",1,derailing,author
530,@jk_rowling I believe in gender equality so we should put men into women's prison until the rape and sexual assault rates equalize in prison.,1,derailing,author
531,@jk_rowling Welcome to billionaires posting this stupid shit because I feel oppressed and I need to be a fucking attention whore,1,discredit,author
532,@jk_rowling dick = male,1,dominance,author
533,"When Warmongering Small Dick-Energy-tator Putin sends you praise, and Misogynistic grab em by the pu$$y Asshat &amp",1,discredit,author
534,@laetiky @jk_rowling dick rida!!!!!,1,discredit,author
535,.@jk_rowling which hogwarts house is known for having the wettest pussy?,1,sexual_harassment,author
536,@jk_rowling is a pussy,1,discredit,author
537,@maziklol @jk_rowling Literally 1v1 me pussy,1,sexual_harassment,author
538,@LadieLabrys @JShahryar @jk_rowling pee poo cock balls ,1,discredit,author
539,"@jk_rowling You suck. Thank you for making my childhood, and then ruining it.",1,discredit,author
540,@jk_rowling suck my fuck,1,sexual_harassment,author
541,@jk_rowling your books fucking suck,1,discredit,author
542,"@jk_rowling You are the group of womans that are normal in this century. I respect every woman which is normal and its not a feminist and other shit. You created good books, and you are based and didnt got craved into lgbt propaganda. Respect for you J.K ",1,stereotype,author
543,@laetiky @jk_rowling looks like shit,1,discredit,author
544,@jk_rowling Being a slut is the definition of a feminist (MOVEMENT) strongly promoted by LGBTQ &amp,1,derailing,author
545,@jk_rowling  Slut,1,discredit,author
546,@jk_rowling An absolutely hysterical statementthank you for the laughkeep it up.,1,stereotype,author
547,@jk_rowling Hysterical! Never back down when you're right.,1,dominance,author
548,@jk_rowling Omg thats hysterical! You are wonderful,1,stereotype,author
549,@laetiky @jk_rowling Ugly.,1,discredit,author
550,@M0MMYBIGDICK @jk_rowling you're pretty.. pretty ugly ,1,discredit,author
551,@laetiky @jk_rowling how ugly,1,discredit,author
552,@sanahalwani @tarawestover @DonnaTartt I really enjoyed Radiant shimmering Light by Sarah selecky not that long ago. I hear shes a real bitch by jen agg is also fun although not fiction.,1,discredit,author
553,@NickKristof @WuDunn @tarawestover Fuck!!,1,discredit,author
554,@NickKristof @WuDunn @tarawestover We forgive you. We just want to fuck you.,1,sexual_harassment,author
555,@tarawestover #dietfads Just don't eat shit!,1,stereotype,author
556,"@joko17 @AllFatherMedia @DrRubidium Oh so now she's using it different. The hypocrisy. She use the same exact words but in the opposite gender and yall rush to her defense. I should start calling women bitches, buts it's cool cause I'll do it in a profess",1,discredit,author
559,@semi_desnatada @DrRubidium It's not a problem. Some women just love to bitch about what ever. You can say hello mam and they'll freak out on you and call you a misogynist,1,derailing,author
560,"@ChozenStellar @CherylIsaacson @DrRubidium ah, yes. the only two choices: bitches and females.",1,discredit,author
561,@DrRubidium Idk if I'm missing it but I see more uproar over being called females than being called bitches,1,derailing,author
562,@DrRubidium Glad I refer to women as bitches,1,discredit,author
563,@DrRubidium yes please let's blame the women,1,derailing,author
565,@DrRubidium Oh shut it.,1,dominance,author
566,@DrRubidium Fuck this is a stupid tweet!,1,discredit,author
567,@DrRubidium This world is complete and utterly fucked. Im offended by ever single word spoken. Fuck me,1,discredit,author
568,@DrRubidium AND YOU'RE  A DR ALSO FUCK ME WOULDN'T  WANT MY LIFE TO BE IN YOUR HANDS IF I WAS A FEMALE LOL,1,sexual_harassment,author
569,@DrRubidium Oh for fuck's sake.,1,discredit,author
570,"@NocturnalDesign @DrRubidium @FDsignifier If youre using it to talk about something like An 81 year old female presents to the ER with wounds. thats fine, however, Females these days are all sleeping around with hundreds of men. One is innocuous the other",1,derailing,author
571,@DrRubidium Never trust a woman who puts men before women.,1,discredit,author
572,"@DrRubidium Wow it must be so hard being called what gender you are, I mean wow how do you even survive at all that would surely break anyone's soul. Get a fucking hold of yourself what are you saying? People these days are so entitled, there are women an",1,derailing,author
573,"@DrRubidium The shit people get upset aboutgirls, women, females, maamI mean, excuse me all to hell, its not like youre being called out your name. Somebody call you bitch, cunt, etc?I can see the issue, idk just seems weird to get upset about. Scientific",1,derailing,author
574,@DrRubidium What about hoes ? Is that acceptable?,1,discredit,author
577,@DrRubidium Wrong. Nowadays you can't even use the term women or woman without complete fear of it being wrong or misgendering someone. Female is the safest option in this ass backwards world we live in now.Maybe this advice works better 20 years ago when,1,derailing,author
580,@DrRubidium Heres the truth. This majority of this country is offended by anything. Females? Are you kidding me! Sympathy is in the dictionary between shit and syphilis!,1,derailing,author
581,"@DrRubidium Ill take shit that you just made up to fit your own weird agenda for 200, Alex.",1,discredit,author
583,@AstroKatie Mask Deez Nuts bitch,1,discredit,author
584,"@AstroKatie Yet so many check marked ""journalists"" spead the mis information you bitch about.",1,discredit,author
585,@AstroKatie @upulie Sounds like a great excuse to keep a Resting Bitch Face all the time,1,stereotype,author
586,Noted astrophysicist @AstroKatie is staying with me this weekend so I asked if she could fix my telescope. That bitch had the nerve to say but Im a theorist smh,1,discredit,author
589,@AstroKatie @NickParkerPrint My wife comments about this all the time.  Especially when women wake up in the morning with full make-up with no smudges and a bra.,1,stereotype,author
590,@ElleArmageddon @DFIRnoob @AstroKatie @donmoyn I think theres already one for short kings. Its called the butch women on Her :),1,stereotype,author
593,@AstroKatie shut up they're not producing enough https://t.co/QZEhxA8pH0,1,dominance,author
594,"@AstroKatie @elonmusk @johnkrausphotos Good lord, shut up ",1,dominance,author
595,@AstroKatie Says a verified account. Just shut up and pay your $20 a month.,1,dominance,author
597,"@AstroKatie They are trying with all their might to make hate speech normal and mainstream. But get offended when told to fuck off. It's like they want the peons fighting while they keep grifting. Work harder, longer, not safer and smarter. Do more with l",1,dominance,author
598,@AstroKatie What the metaphorical fuck ..?,1,stereotype,author
599,@AstroKatie What the fuck??,1,discredit,author
600,@AstroKatie What in the actual misogynistic fuck?,1,discredit,author
601,@AstroKatie @jhgming What the actual fuck ,1,discredit,author
602,"@AlanPlotzker @EricsElectrons @uche_blackstock @AstroKatie No, trans men are just women with mental issues. No such thing but women that give birth, good try though.",1,derailing,author
603,@rugstump @Rando8715401 @MurielBlaivePhD @AstroKatie Dont really give a shit what your face looks like when what I care about is my family not fucking dying,1,dominance,author
604,"@AstroKatie Just stop, if you need a fucking binky to be comfortable, then use a binky.I don't need a binky to operate as an adulty within society. I'll bet dollars to donuts all these mask freaks either sucked their thumb or smashed a pacifier for 18 hou",1,stereotype,author
605,@AstroKatie @elonmusk @johnkrausphotos Give Elon a fucking chance.,1,dominance,author
606,@AstroKatie there are worsts problems than a simple fucking shirt you feminist cunt,1,discredit,author
607,@AstroKatie Scientists and political whores pretending to be scientists should not be confused.,1,discredit,author
608,@AstroKatie you get used to it.you will fall on your ass a lot. learn to fall gracefully or you will hurt yourself.,1,stereotype,author
612,@AstroKatie Pussy,1,discredit,author
613,@AstroKatie SLUTS FOR SCIENCE.,1,discredit,author
614,@AstroKatie I wouldn't want to wear wool in the sunshine.But I'm a fat guy in the deep south.,1,stereotype,author
619,@Marah3eta @IMAM0902 @AstroSamantha @esa @ESA_EO @cities4tnight @Space_Station Writed in hebrewbetter you shut up https://t.co/jWbfWgnlS6,1,discredit,author
620,"@AstroSamantha @FAO @esa @esaspaceflight @Space_Station Ok, did anyone ask you...? Eat whatever you want, they paid you to promote bullshit? Enjoy space and shut up",1,dominance,author
621,"@AstroSamantha @WWF @ESA_EO Shut up, you don't live here in Brazil. You don't have the right to talk anything's of MY country and what we do inside of OUR border it's OUR problem, not your, go take care of your country or he will freeze and many of your p",1,dominance,author
623,"@AstroSamantha @FAO @esa @esaspaceflight @Space_Station fuck you and all the assholes like you! Per come la penso te po magna puro a mmmerda si te piace, idiota !",1,discredit,author
624,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station Fuck,1,discredit,author
625,"@_TheSeaning @PenguinUKBooks @AstroSamantha The HELL you say? Just pay the artist for fucks sake! You surely have the money for it, seeing that you're a big publisher. @PenguinUKBooks  *insert middle finger emoji*  https://t.co/WS1IeciZ6H",1,discredit,author
627,@AstroSamantha @Space_Station @esa @esaspaceflight Aren't you a little ashamed to lie to your fellow men?,1,discredit,author
630,"@space_stations @astro_timpeake @esa @NASA @Astro_Christina @Astro_Jessica @AstroSamantha Yeah and the thing is that there are just more men that are interested in space, there are ofc women that are interested in space, but mostly men.",1,stereotype,author
632,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station Stick it up your ass.,1,discredit,author
633,"@Book_Fair @AstroSamantha @esa How to become an astronaut? Easy, strap a rocket to your ass and point skywards.",1,sexual_harassment,author
634,Do you have sex in space @AstroSamantha  ? If you need a real man when you come back on earth I'll be there with my big cock and viagra.,1,sexual_harassment,author
635,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station And we dont give a shit,1,discredit,author
636,"@AstroSamantha @FAO @esa @esaspaceflight @Space_Station From an Italian woman such a statement is a shame. In thousands years human ate decent food, no disgusting insects or worms. If you want of course feelfree to eat shit but not advertising of this cra",1,stereotype,author
637,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station The shit of food you propose does not interest us. In which film studio are you to shoot this advertisement?,1,stereotype,author
638,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station Looks like we can see the results of that shit food on your hair...,1,discredit,author
639,@AstroSamantha @Space_Station @esa @esaspaceflight Oh great.Now you are just spreading shit.,1,discredit,author
640,"Dear @AstroSamantha, here there is sempre, ma sempre sempre, the same shit. Fidate, non torn. Believe me.",1,discredit,author
641,@AstroSamantha @esa @esaspaceflight @Space_Station 60 mil USD per day to dress your hair and do such a stupid tricks...not bad,1,stereotype,author
642,@AstroSamantha @Space_Station @esa @esaspaceflight @ISS_Research Do you really think we are still stupid to believe ur in space?,1,discredit,author
643,@AstroSamantha @FAO @esa @esaspaceflight @Space_Station It's stupid to eat bugs. There is no reason for it.,1,discredit,author
648,"@ilariacapua @whezrum We are all Homo Sapiens sapiens. And we are all vulnerable. This virus couldnt give two fucks about what you parents have left you, or whether you have been through foster care for 15 years. Please, stand up for yourself now, because",1,dominance,author
649,"@Terry64vava @FraChPaLe @Tachifluencer2 @GiusiFasano @ilariacapua English, can you read it? not once i encouraged to go once a day or even once a week. go once a month! but don't decease hours ,that's stupid, more contagion and more risk!",1,stereotype,author
650,@SpeedEasy83 @PappaApe @TheEllenShow Ellen is a skank,1,discredit,artist
651,"@DivinoPonchiaz @TheEllenShow Aw! It seems to be a tubby little cunt!
@rickygervais 🤩 https://t.co/4ZqyHRlcjN",1,discredit,artist
652,"Artists are nothing more than whores from the Soros They are those mediocre, petty and vain types who only find fame after prostituting themselves.  This must be the cause of their overuse of drugs: to support themselves
@OfficialGere @TheEllenShow @Janefonda @portalkatyperry https://t.co/SHoQKGKW5x",1,discredit,artist
653,Suck my dick @TheEllenShow,1,sexual_harassment,artist
654,I am mad at Ellen gay ass ! No you not gonna let me die and go through pain … AND YOU FAMOUS FOR BEING A LESBIAN !! AND THATS IT !! ONLY BC YOU A LESBIAN !! @TheEllenShow,1,sexual_harassment,artist
655,@JuliaMarx11 @Rubbayyyy @amy_mader @TheEllenShow Shut yo ass up. She ain't wrong tho,1,dominance,artist
656,"@AbriheemMuhamm1 @TheEllenShow @JoshuaCavallo Learn to love cock bro, I can teach 🍆🍆 💦",1,sexual_harassment,artist
658,"I remember Scarlett saying that she hates that Natasha has always been sexualized, but she blows the head off not only men, but also WOMEN! #ScarlettJohansson #BlackWidow #NatashaRomanoff #Marvel #ScarlettJohanssonhot https://t.co/MgctxRUT5L",1,derailing,artist
659,"Wow she really is a clueless cunt isn’t she! 
I find it hilarious because she has to be the biggest whore in Hollywood! 
SHAME ON YOU #ScarlettJohansson 
Women like you are the reason victims of assault &amp; rape don’t come forward! https://t.co/vLrdbExLQu",1,discredit,artist
660,"Scarlett Johansson might be the most stupid and capricious cunt that Hollywood has churned out.  
Hypocrites like this need to be boycotted.  Absolutely disgraceful.
#Hollywood #ScarlettJohansson #JamesFranco #shameful",1,discredit,artist
661,"Again, happy birthday to the queen of my dick, #ScarlettJohansson https://t.co/RJ2y1XnhEX",1,sexual_harassment,artist
662,"Get your Scarlett Johansson inspired Crypto Cock NFT!
https://t.co/XSkh2htnkB #NFT #nftcrypto #NFTbuy #NFTCommuinity #NFTshills @scarlettjohansson",1,discredit,artist
663,"Scarlett Johansson – Celebrity Body Type One (BT1)
https://t.co/CNHoXFLOiZ

Celebrity Scarlett Johansson shows off her BT1. She is looking very good at 37 although she does have signs of skinny fat, particularly cellulite, on her upper back legs.

#ScarlettJohansson
#BodyTypeOne",1,stereotype,artist
664,"Unseen Visuals Of #ScarlettJohansson Working Out: Will Want You To Burn Out Some Fat Follow Us on @iwmbuzz

 #BlackWidow #celebrityworkout #gymmotivation #ScarlettJohansson #workoutvideos

https://t.co/J4n4BubHd5",1,stereotype,artist
665,"#Marvel #BlackWidow #ScarlettJohansson
Marvel Studios promises MCU women will stay UGLY?! Black Widow the new gold standard?
https://t.co/uwxuEINLrj",1,stereotype,artist
666,".@selenagomez bitch, I want that Taylor collab https://t.co/3AKyUSzPBz https://t.co/bEty3wcmhf",1,discredit,artist
667,@BuzzingPop @Variety @selenagomez @DUALIPA  you better work bitch!!,1,dominance,artist
668,let him fuck you or get on top! @selenagomez https://t.co/8TLkrP3w7i,1,sexual_harassment,artist
669,"Selena Gomez is the most boring celebrity ever she’s only relevant now cause she used to date jb, and her name is only kept in headlines cause of hailey I wish she would say the n word so her 40 year old fans can actually move and stop supporting this lazy skank #selenagomez",1,discredit,artist
670,@selenagomez I hope you get back to being despressed you little piece of cunt.,1,dominance,artist
671,"love you by @Anitta 🤝🏻 ring by @selenagomez

songs that make you feel like a bad bitch serving cunt",1,stereotype,artist
672,@selenagomez if you want to fuck meet me at church I go to fourth church near chestnut in Chicago Illinois north and it might be other I'm a hoe to every attractive,1,sexual_harassment,artist
673,@Eunicedwong @selenagomez Youre a attention whore maybe?,1,discredit,artist
674,"@MaroonMax13 @gomezgirlies @chartdata @karolg @shakira @rosalia @Camila_Cabello @selenagomez all Justin Bieber's songs are his biggest hits babe, he's the prince of pop, he doesn't need a mediocre talenteless fad that only make noise crying for his dick lmfao, selena before justin: unknown and flopped, nothing on her own https://t.co/RYv8YlMTRf",1,discredit,artist
675,@jelleagain @selenagomez Ppl want drama so badly!!! She responds?  Drama! She doesn’t? Drama! Bitch get a job!,1,discredit,artist
676,@justmeow__ @eliarmcf @hector_385 @selenagomez @ddlovato @mileyworld She looks like a fat granny,1,stereotype,artist
677,"@rockgodseI @scarletredvel @PopBase @selenagomez Justin in 2022: aging so good that doesn't need work on his face 

botoxelena: disgusting to a woman that donated a kidney for her, homeless, musty, ugly https://t.co/qPdaoIOkne",1,discredit,artist
680,@Jay2KWinger That must be why @KimKardashian has more followers than @BarackObama. I don't want to live on this planet anymore. #womensuck,1,discredit,artist
681,@KimKardashian 5 whores and a pimp!!!,1,discredit,artist
682,@KimKardashian So many internet whores and simps out there m.,1,discredit,artist
683,"@KimKardashian Whenenever I see you, I see you sucking ray Jay dick. Shm",1,discredit,artist
684,@300mirrors @KimKardashian What can you expect from a woman that sucked dick and fucked her way to the top? Lol,1,sexual_harassment,artist
685,@KimKardashian How does your pussy smell?,1,sexual_harassment,artist
686,@KimKardashian She blowing kisses with her pussy lips .,1,sexual_harassment,artist
687,@skims @KimKardashian DO YOU HAVE LIKE COCK ENHANCING BOXER WEAR? LOL,1,stereotype,artist
688,@Melnlove2012 @KimKardashian I can’t believe ppl eat that shit up and the crying w fake tears Kim tried her best at acting but she has no talent so looks fake like her face and body‼️,1,discredit,artist
689,@KimKardashian YUCK! Pursed lips or duck lips are not flattering.  Men think they look stupid not sexy!,1,stereotype,artist
690,@KimKardashian bitch can u drop the bubble gum colors again tf,1,discredit,artist
691,@usweekly @KimKardashian ew she is so gross who does that. the whole family all the women are sluts and just trash. YUK. put your clothes on and get a life🤮,1,discredit,artist
692,@planetKourt @kourtneykardash @KimKardashian @pooshdotcom Two sluts lol,1,discredit,artist
693,.@KimKardashian why do you photo your ass so much? It’s simply made up of fat sitting on top of muscles. Bizarre thing to be proud of. https://t.co/so1yYy9DjR,1,stereotype,artist
694,@KimKardashian I HOPE YOU AND YOUR MOTHER DO BETTER THIS YR KIM YOU ARE NOT AS PRETTY AS YOU THINK YOUR INSIDE ARE VERY UGLY N YOURE AGING BAD,1,stereotype,artist
